# x, y, z, psi, theta
3.85,1.81,1.81,39.59,39.59
3.86,1.82,1.82,39.55,39.55
3.86,1.82,1.82,39.52,39.52
3.86,1.82,1.82,39.48,39.48
3.86,1.82,1.82,39.45,39.45
3.86,1.83,1.83,39.41,39.41
3.87,1.83,1.83,39.37,39.37
3.87,1.83,1.83,39.34,39.34
3.87,1.83,1.83,39.30,39.30
3.87,1.84,1.84,39.27,39.27
3.87,1.84,1.84,39.23,39.23
3.88,1.84,1.84,39.19,39.19
3.88,1.84,1.84,39.16,39.16
3.88,1.85,1.85,39.12,39.12
3.88,1.85,1.85,39.09,39.09
3.88,1.85,1.85,39.05,39.05
3.88,1.85,1.85,39.01,39.01
3.89,1.85,1.85,38.98,38.98
3.89,1.86,1.86,38.94,38.94
3.89,1.86,1.86,38.91,38.91
3.89,1.86,1.86,38.87,38.87
3.89,1.86,1.86,38.83,38.83
3.90,1.87,1.87,38.80,38.80
3.90,1.87,1.87,38.76,38.76
3.90,1.87,1.87,38.73,38.73
3.90,1.87,1.87,38.69,38.69
3.90,1.88,1.88,38.65,38.65
3.91,1.88,1.88,38.62,38.62
3.91,1.88,1.88,38.58,38.58
3.91,1.88,1.88,38.55,38.55
3.91,1.89,1.89,38.51,38.51
3.91,1.89,1.89,38.47,38.47
3.92,1.89,1.89,38.44,38.44
3.92,1.89,1.89,38.40,38.40
3.92,1.90,1.90,38.37,38.37
3.92,1.90,1.90,38.33,38.33
3.92,1.90,1.90,38.29,38.29
3.93,1.90,1.90,38.26,38.26
3.93,1.91,1.91,38.22,38.22
3.93,1.91,1.91,38.19,38.19
3.93,1.91,1.91,38.15,38.15
3.93,1.91,1.91,38.11,38.11
3.94,1.92,1.92,38.08,38.08
3.94,1.92,1.92,38.04,38.04
3.94,1.92,1.92,38.01,38.01
3.94,1.92,1.92,37.97,37.97
3.94,1.93,1.93,37.93,37.93
3.95,1.93,1.93,37.90,37.90
3.95,1.93,1.93,37.86,37.86
3.95,1.93,1.93,37.83,37.83
3.95,1.94,1.94,37.79,37.79
3.95,1.94,1.94,37.75,37.75
3.96,1.94,1.94,37.72,37.72
3.96,1.94,1.94,37.68,37.68
3.96,1.95,1.95,37.65,37.65
3.96,1.95,1.95,37.61,37.61
3.96,1.95,1.95,37.57,37.57
3.96,1.95,1.95,37.54,37.54
3.97,1.96,1.96,37.50,37.50
3.97,1.96,1.96,37.47,37.47
3.97,1.96,1.96,37.43,37.43
3.97,1.96,1.96,37.39,37.39
3.97,1.97,1.97,37.36,37.36
3.98,1.97,1.97,37.32,37.32
3.98,1.97,1.97,37.29,37.29
3.98,1.97,1.97,37.25,37.25
3.98,1.98,1.98,37.21,37.21
3.98,1.98,1.98,37.18,37.18
3.99,1.98,1.98,37.14,37.14
3.99,1.98,1.98,37.11,37.11
3.99,1.99,1.99,37.07,37.07
3.99,1.99,1.99,37.03,37.03
3.99,1.99,1.99,37.00,37.00
4.00,1.99,1.99,36.96,36.96
4.00,2.00,2.00,36.93,36.93
4.00,2.00,2.00,36.89,36.89
4.00,2.00,2.00,36.85,36.85
4.00,2.00,2.00,36.82,36.82
4.00,2.01,2.01,36.78,36.78
4.01,2.01,2.01,36.75,36.75
4.01,2.01,2.01,36.71,36.71
4.01,2.01,2.01,36.67,36.67
4.01,2.02,2.02,36.64,36.64
4.01,2.02,2.02,36.60,36.60
4.02,2.02,2.02,36.57,36.57
4.02,2.02,2.02,36.53,36.53
4.02,2.03,2.03,36.49,36.49
4.02,2.03,2.03,36.46,36.46
4.02,2.03,2.03,36.42,36.42
4.03,2.03,2.03,36.39,36.39
4.03,2.04,2.04,36.35,36.35
4.03,2.04,2.04,36.32,36.32
4.03,2.04,2.04,36.28,36.28
4.03,2.04,2.04,36.24,36.24
4.03,2.05,2.05,36.21,36.21
4.04,2.05,2.05,36.17,36.17
4.04,2.05,2.05,36.14,36.14
4.04,2.05,2.05,36.10,36.10
4.04,2.06,2.06,36.06,36.06
4.04,2.06,2.06,36.03,36.03
4.05,2.06,2.06,35.99,35.99
4.05,2.06,2.06,35.96,35.96
4.05,2.07,2.07,35.92,35.92
4.05,2.07,2.07,35.88,35.88
4.05,2.07,2.07,35.85,35.85
4.05,2.07,2.07,35.81,35.81
4.06,2.08,2.08,35.78,35.78
4.06,2.08,2.08,35.74,35.74
4.06,2.08,2.08,35.70,35.70
4.06,2.08,2.08,35.67,35.67
4.06,2.09,2.09,35.63,35.63
4.07,2.09,2.09,35.60,35.60
4.07,2.09,2.09,35.56,35.56
4.07,2.09,2.09,35.52,35.52
4.07,2.10,2.10,35.49,35.49
4.07,2.10,2.10,35.45,35.45
4.07,2.10,2.10,35.42,35.42
4.08,2.11,2.11,35.38,35.38
4.08,2.11,2.11,35.34,35.34
4.08,2.11,2.11,35.31,35.31
4.08,2.11,2.11,35.27,35.27
4.08,2.12,2.12,35.24,35.24
4.09,2.12,2.12,35.20,35.20
4.09,2.12,2.12,35.16,35.16
4.09,2.12,2.12,35.13,35.13
4.09,2.13,2.13,35.09,35.09
4.09,2.13,2.13,35.06,35.06
4.09,2.13,2.13,35.02,35.02
4.10,2.13,2.13,34.98,34.98
4.10,2.14,2.14,34.95,34.95
4.10,2.14,2.14,34.91,34.91
4.10,2.14,2.14,34.88,34.88
4.10,2.14,2.14,34.84,34.84
4.11,2.15,2.15,34.80,34.80
4.11,2.15,2.15,34.77,34.77
4.11,2.15,2.15,34.73,34.73
4.11,2.15,2.15,34.70,34.70
4.11,2.16,2.16,34.66,34.66
4.11,2.16,2.16,34.62,34.62
4.12,2.16,2.16,34.59,34.59
4.12,2.16,2.16,34.55,34.55
4.12,2.17,2.17,34.52,34.52
4.12,2.17,2.17,34.48,34.48
4.12,2.17,2.17,34.44,34.44
4.13,2.17,2.17,34.41,34.41
4.13,2.18,2.18,34.37,34.37
4.13,2.18,2.18,34.34,34.34
4.13,2.18,2.18,34.30,34.30
4.13,2.18,2.18,34.26,34.26
4.13,2.19,2.19,34.23,34.23
4.14,2.19,2.19,34.19,34.19
4.14,2.19,2.19,34.16,34.16
4.14,2.20,2.20,34.12,34.12
4.14,2.20,2.20,34.08,34.08
4.14,2.20,2.20,34.05,34.05
4.14,2.20,2.20,34.01,34.01
4.15,2.21,2.21,33.98,33.98
4.15,2.21,2.21,33.94,33.94
4.15,2.21,2.21,33.90,33.90
4.15,2.21,2.21,33.87,33.87
4.15,2.22,2.22,33.83,33.83
4.16,2.22,2.22,33.80,33.80
4.16,2.22,2.22,33.76,33.76
4.16,2.22,2.22,33.72,33.72
4.16,2.23,2.23,33.69,33.69
4.16,2.23,2.23,33.65,33.65
4.16,2.23,2.23,33.62,33.62
4.17,2.23,2.23,33.58,33.58
4.17,2.24,2.24,33.54,33.54
4.17,2.24,2.24,33.51,33.51
4.17,2.24,2.24,33.47,33.47
4.17,2.24,2.24,33.44,33.44
4.17,2.25,2.25,33.40,33.40
4.18,2.25,2.25,33.36,33.36
4.18,2.25,2.25,33.33,33.33
4.18,2.26,2.26,33.29,33.29
4.18,2.26,2.26,33.26,33.26
4.18,2.26,2.26,33.22,33.22
4.18,2.26,2.26,33.18,33.18
4.19,2.27,2.27,33.15,33.15
4.19,2.27,2.27,33.11,33.11
4.19,2.27,2.27,33.08,33.08
4.19,2.27,2.27,33.04,33.04
4.19,2.28,2.28,33.00,33.00
4.19,2.28,2.28,32.97,32.97
4.20,2.28,2.28,32.93,32.93
4.20,2.28,2.28,32.90,32.90
4.20,2.29,2.29,32.86,32.86
4.20,2.29,2.29,32.82,32.82
4.20,2.29,2.29,32.79,32.79
4.21,2.29,2.29,32.75,32.75
4.21,2.30,2.30,32.72,32.72
4.21,2.30,2.30,32.68,32.68
4.21,2.30,2.30,32.64,32.64
4.21,2.31,2.31,32.61,32.61
4.21,2.31,2.31,32.57,32.57
4.22,2.31,2.31,32.54,32.54
4.22,2.31,2.31,32.50,32.50
4.22,2.32,2.32,32.46,32.46
4.22,2.32,2.32,32.43,32.43
4.22,2.32,2.32,32.39,32.39
4.22,2.32,2.32,32.36,32.36
4.23,2.33,2.33,32.32,32.32
4.23,2.33,2.33,32.28,32.28
4.23,2.33,2.33,32.25,32.25
4.23,2.33,2.33,32.21,32.21
4.23,2.34,2.34,32.18,32.18
4.23,2.34,2.34,32.14,32.14
4.24,2.34,2.34,32.10,32.10
4.24,2.35,2.35,32.07,32.07
4.24,2.35,2.35,32.03,32.03
4.24,2.35,2.35,32.00,32.00
4.24,2.35,2.35,31.96,31.96
4.24,2.36,2.36,31.92,31.92
4.25,2.36,2.36,31.89,31.89
4.25,2.36,2.36,31.85,31.85
4.25,2.36,2.36,31.82,31.82
4.25,2.37,2.37,31.78,31.78
4.25,2.37,2.37,31.74,31.74
4.25,2.37,2.37,31.71,31.71
4.26,2.37,2.37,31.67,31.67
4.26,2.38,2.38,31.64,31.64
4.26,2.38,2.38,31.60,31.60
4.26,2.38,2.38,31.56,31.56
4.26,2.39,2.39,31.53,31.53
4.26,2.39,2.39,31.49,31.49
4.27,2.39,2.39,31.46,31.46
4.27,2.39,2.39,31.42,31.42
4.27,2.40,2.40,31.38,31.38
4.27,2.40,2.40,31.35,31.35
4.27,2.40,2.40,31.31,31.31
4.27,2.40,2.40,31.28,31.28
4.27,2.41,2.41,31.24,31.24
4.28,2.41,2.41,31.20,31.20
4.28,2.41,2.41,31.17,31.17
4.28,2.41,2.41,31.13,31.13
4.28,2.42,2.42,31.10,31.10
4.28,2.42,2.42,31.06,31.06
4.28,2.42,2.42,31.02,31.02
4.29,2.43,2.43,30.99,30.99
4.29,2.43,2.43,30.95,30.95
4.29,2.43,2.43,30.92,30.92
4.29,2.43,2.43,30.88,30.88
4.29,2.44,2.44,30.85,30.85
4.29,2.44,2.44,30.81,30.81
4.30,2.44,2.44,30.77,30.77
4.30,2.44,2.44,30.74,30.74
4.30,2.45,2.45,30.70,30.70
4.30,2.45,2.45,30.67,30.67
4.30,2.45,2.45,30.63,30.63
4.30,2.46,2.46,30.59,30.59
4.31,2.46,2.46,30.56,30.56
4.31,2.46,2.46,30.52,30.52
4.31,2.46,2.46,30.49,30.49
4.31,2.47,2.47,30.45,30.45
4.31,2.47,2.47,30.41,30.41
4.31,2.47,2.47,30.38,30.38
4.32,2.47,2.47,30.34,30.34
4.32,2.48,2.48,30.31,30.31
4.32,2.48,2.48,30.27,30.27
4.32,2.48,2.48,30.23,30.23
4.32,2.49,2.49,30.20,30.20
4.32,2.49,2.49,30.16,30.16
4.32,2.49,2.49,30.13,30.13
4.33,2.49,2.49,30.09,30.09
4.33,2.50,2.50,30.05,30.05
4.33,2.50,2.50,30.02,30.02
4.33,2.50,2.50,29.98,29.98
4.33,2.50,2.50,29.95,29.95
4.33,2.51,2.51,29.91,29.91
4.34,2.51,2.51,29.87,29.87
4.34,2.51,2.51,29.84,29.84
4.34,2.52,2.52,29.80,29.80
4.34,2.52,2.52,29.77,29.77
4.34,2.52,2.52,29.73,29.73
4.34,2.52,2.52,29.69,29.69
4.34,2.53,2.53,29.66,29.66
4.35,2.53,2.53,29.62,29.62
4.35,2.53,2.53,29.59,29.59
4.35,2.53,2.53,29.55,29.55
4.35,2.54,2.54,29.51,29.51
4.35,2.54,2.54,29.48,29.48
4.35,2.54,2.54,29.44,29.44
4.36,2.55,2.55,29.41,29.41
4.36,2.55,2.55,29.37,29.37
4.36,2.55,2.55,29.33,29.33
4.36,2.55,2.55,29.30,29.30
4.36,2.56,2.56,29.26,29.26
4.36,2.56,2.56,29.23,29.23
4.37,2.56,2.56,29.19,29.19
4.37,2.56,2.56,29.15,29.15
4.37,2.57,2.57,29.12,29.12
4.37,2.57,2.57,29.08,29.08
4.37,2.57,2.57,29.05,29.05
4.37,2.58,2.58,29.01,29.01
4.37,2.58,2.58,28.97,28.97
4.38,2.58,2.58,28.94,28.94
4.38,2.58,2.58,28.90,28.90
4.38,2.59,2.59,28.87,28.87
4.38,2.59,2.59,28.83,28.83
4.38,2.59,2.59,28.79,28.79
4.38,2.59,2.59,28.76,28.76
4.38,2.60,2.60,28.72,28.72
4.39,2.60,2.60,28.69,28.69
4.39,2.60,2.60,28.65,28.65
4.39,2.61,2.61,28.61,28.61
4.39,2.61,2.61,28.58,28.58
4.39,2.61,2.61,28.54,28.54
4.39,2.61,2.61,28.51,28.51
4.40,2.62,2.62,28.47,28.47
4.40,2.62,2.62,28.43,28.43
4.40,2.62,2.62,28.40,28.40
4.40,2.62,2.62,28.36,28.36
4.40,2.63,2.63,28.33,28.33
4.40,2.63,2.63,28.29,28.29
4.40,2.63,2.63,28.25,28.25
4.41,2.64,2.64,28.22,28.22
4.41,2.64,2.64,28.18,28.18
4.41,2.64,2.64,28.15,28.15
4.41,2.64,2.64,28.11,28.11
4.41,2.65,2.65,28.07,28.07
4.41,2.65,2.65,28.04,28.04
4.41,2.65,2.65,28.00,28.00
4.42,2.66,2.66,27.97,27.97
4.42,2.66,2.66,27.93,27.93
4.42,2.66,2.66,27.89,27.89
4.42,2.66,2.66,27.86,27.86
4.42,2.67,2.67,27.82,27.82
4.42,2.67,2.67,27.79,27.79
4.42,2.67,2.67,27.75,27.75
4.43,2.67,2.67,27.71,27.71
4.43,2.68,2.68,27.68,27.68
4.43,2.68,2.68,27.64,27.64
4.43,2.68,2.68,27.61,27.61
4.43,2.69,2.69,27.57,27.57
4.43,2.69,2.69,27.53,27.53
4.44,2.69,2.69,27.50,27.50
4.44,2.69,2.69,27.46,27.46
4.44,2.70,2.70,27.43,27.43
4.44,2.70,2.70,27.39,27.39
4.44,2.70,2.70,27.35,27.35
4.44,2.71,2.71,27.32,27.32
4.44,2.71,2.71,27.28,27.28
4.45,2.71,2.71,27.25,27.25
4.45,2.71,2.71,27.21,27.21
4.45,2.72,2.72,27.17,27.17
4.45,2.72,2.72,27.14,27.14
4.45,2.72,2.72,27.10,27.10
4.45,2.72,2.72,27.07,27.07
4.45,2.73,2.73,27.03,27.03
4.46,2.73,2.73,26.99,26.99
4.46,2.73,2.73,26.96,26.96
4.46,2.74,2.74,26.92,26.92
4.46,2.74,2.74,26.89,26.89
4.46,2.74,2.74,26.85,26.85
4.46,2.74,2.74,26.81,26.81
4.46,2.75,2.75,26.78,26.78
4.47,2.75,2.75,26.74,26.74
4.47,2.75,2.75,26.71,26.71
4.47,2.76,2.76,26.67,26.67
4.47,2.76,2.76,26.63,26.63
4.47,2.76,2.76,26.60,26.60
4.47,2.76,2.76,26.56,26.56
4.47,2.77,2.77,26.53,26.53
4.48,2.77,2.77,26.49,26.49
4.48,2.77,2.77,26.45,26.45
4.48,2.78,2.78,26.42,26.42
4.48,2.78,2.78,26.38,26.38
4.48,2.78,2.78,26.35,26.35
4.48,2.78,2.78,26.31,26.31
4.48,2.79,2.79,26.27,26.27
4.48,2.79,2.79,26.24,26.24
4.49,2.79,2.79,26.20,26.20
4.49,2.80,2.80,26.17,26.17
4.49,2.80,2.80,26.13,26.13
4.49,2.80,2.80,26.09,26.09
4.49,2.80,2.80,26.06,26.06
4.49,2.81,2.81,26.02,26.02
4.49,2.81,2.81,25.99,25.99
4.50,2.81,2.81,25.95,25.95
4.50,2.81,2.81,25.91,25.91
4.50,2.82,2.82,25.88,25.88
4.50,2.82,2.82,25.84,25.84
4.50,2.82,2.82,25.81,25.81
4.50,2.83,2.83,25.77,25.77
4.50,2.83,2.83,25.73,25.73
4.51,2.83,2.83,25.70,25.70
4.51,2.83,2.83,25.66,25.66
4.51,2.84,2.84,25.63,25.63
4.51,2.84,2.84,25.59,25.59
4.51,2.84,2.84,25.55,25.55
4.51,2.85,2.85,25.52,25.52
4.51,2.85,2.85,25.48,25.48
4.51,2.85,2.85,25.45,25.45
4.52,2.85,2.85,25.41,25.41
4.52,2.86,2.86,25.37,25.37
4.52,2.86,2.86,25.34,25.34
4.52,2.86,2.86,25.30,25.30
4.52,2.87,2.87,25.27,25.27
4.52,2.87,2.87,25.23,25.23
4.52,2.87,2.87,25.20,25.20
4.53,2.87,2.87,25.16,25.16
4.53,2.88,2.88,25.12,25.12
4.53,2.88,2.88,25.09,25.09
4.53,2.88,2.88,25.05,25.05
4.53,2.89,2.89,25.02,25.02
4.53,2.89,2.89,24.98,24.98
4.53,2.89,2.89,24.94,24.94
4.53,2.89,2.89,24.91,24.91
4.54,2.90,2.90,24.87,24.87
4.54,2.90,2.90,24.84,24.84
4.54,2.90,2.90,24.80,24.80
4.54,2.91,2.91,24.76,24.76
4.54,2.91,2.91,24.73,24.73
4.54,2.91,2.91,24.69,24.69
4.54,2.91,2.91,24.66,24.66
4.55,2.92,2.92,24.62,24.62
4.55,2.92,2.92,24.58,24.58
4.55,2.92,2.92,24.55,24.55
4.55,2.93,2.93,24.51,24.51
4.55,2.93,2.93,24.48,24.48
4.55,2.93,2.93,24.44,24.44
4.55,2.93,2.93,24.40,24.40
4.55,2.94,2.94,24.37,24.37
4.56,2.94,2.94,24.33,24.33
4.56,2.94,2.94,24.30,24.30
4.56,2.95,2.95,24.26,24.26
4.56,2.95,2.95,24.22,24.22
4.56,2.95,2.95,24.19,24.19
4.56,2.95,2.95,24.15,24.15
4.56,2.96,2.96,24.12,24.12
4.56,2.96,2.96,24.08,24.08
4.57,2.96,2.96,24.04,24.04
4.57,2.97,2.97,24.01,24.01
4.57,2.97,2.97,23.97,23.97
4.57,2.97,2.97,23.94,23.94
4.57,2.97,2.97,23.90,23.90
4.57,2.98,2.98,23.86,23.86
4.57,2.98,2.98,23.83,23.83
4.58,2.98,2.98,23.79,23.79
4.58,2.99,2.99,23.76,23.76
4.58,2.99,2.99,23.72,23.72
4.58,2.99,2.99,23.68,23.68
4.58,2.99,2.99,23.65,23.65
4.58,3.00,3.00,23.61,23.61
4.58,3.00,3.00,23.58,23.58
4.58,3.00,3.00,23.54,23.54
4.59,3.01,3.01,23.50,23.50
4.59,3.01,3.01,23.47,23.47
4.59,3.01,3.01,23.43,23.43
4.59,3.01,3.01,23.40,23.40
4.59,3.02,3.02,23.36,23.36
4.59,3.02,3.02,23.32,23.32
4.59,3.02,3.02,23.29,23.29
4.59,3.03,3.03,23.25,23.25
4.60,3.03,3.03,23.22,23.22
4.60,3.03,3.03,23.18,23.18
4.60,3.03,3.03,23.14,23.14
4.60,3.04,3.04,23.11,23.11
4.60,3.04,3.04,23.07,23.07
4.60,3.04,3.04,23.04,23.04
4.60,3.05,3.05,23.00,23.00
4.60,3.05,3.05,22.96,22.96
4.60,3.05,3.05,22.93,22.93
4.61,3.06,3.06,22.89,22.89
4.61,3.06,3.06,22.86,22.86
4.61,3.06,3.06,22.82,22.82
4.61,3.06,3.06,22.78,22.78
4.61,3.07,3.07,22.75,22.75
4.61,3.07,3.07,22.71,22.71
4.61,3.07,3.07,22.68,22.68
4.61,3.08,3.08,22.64,22.64
4.62,3.08,3.08,22.60,22.60
4.62,3.08,3.08,22.57,22.57
4.62,3.08,3.08,22.53,22.53
4.62,3.09,3.09,22.50,22.50
4.62,3.09,3.09,22.46,22.46
4.62,3.09,3.09,22.42,22.42
4.62,3.10,3.10,22.39,22.39
4.62,3.10,3.10,22.35,22.35
4.63,3.10,3.10,22.32,22.32
4.63,3.10,3.10,22.28,22.28
4.63,3.11,3.11,22.24,22.24
4.63,3.11,3.11,22.21,22.21
4.63,3.11,3.11,22.17,22.17
4.63,3.12,3.12,22.14,22.14
4.63,3.12,3.12,22.10,22.10
4.63,3.12,3.12,22.06,22.06
4.63,3.12,3.12,22.03,22.03
4.64,3.13,3.13,21.99,21.99
4.64,3.13,3.13,21.96,21.96
4.64,3.13,3.13,21.92,21.92
4.64,3.14,3.14,21.88,21.88
4.64,3.14,3.14,21.85,21.85
4.64,3.14,3.14,21.81,21.81
4.64,3.15,3.15,21.78,21.78
4.64,3.15,3.15,21.74,21.74
4.65,3.15,3.15,21.70,21.70
4.65,3.15,3.15,21.67,21.67
4.65,3.16,3.16,21.63,21.63
4.65,3.16,3.16,21.60,21.60
4.65,3.16,3.16,21.56,21.56
4.65,3.17,3.17,21.52,21.52
4.65,3.17,3.17,21.49,21.49
4.65,3.17,3.17,21.45,21.45
4.65,3.17,3.17,21.42,21.42
4.66,3.18,3.18,21.38,21.38
4.66,3.18,3.18,21.34,21.34
4.66,3.18,3.18,21.31,21.31
4.66,3.19,3.19,21.27,21.27
4.66,3.19,3.19,21.24,21.24
4.66,3.19,3.19,21.20,21.20
4.66,3.19,3.19,21.16,21.16
4.66,3.20,3.20,21.13,21.13
4.67,3.20,3.20,21.09,21.09
4.67,3.20,3.20,21.06,21.06
4.67,3.21,3.21,21.02,21.02
4.67,3.21,3.21,20.98,20.98
4.67,3.21,3.21,20.95,20.95
4.67,3.22,3.22,20.91,20.91
4.67,3.22,3.22,20.88,20.88
4.67,3.22,3.22,20.84,20.84
4.67,3.22,3.22,20.80,20.80
4.68,3.23,3.23,20.77,20.77
4.68,3.23,3.23,20.73,20.73
4.68,3.23,3.23,20.70,20.70
4.68,3.24,3.24,20.66,20.66
4.68,3.24,3.24,20.62,20.62
4.68,3.24,3.24,20.59,20.59
4.68,3.24,3.24,20.55,20.55
4.68,3.25,3.25,20.52,20.52
4.68,3.25,3.25,20.48,20.48
4.69,3.25,3.25,20.44,20.44
4.69,3.26,3.26,20.41,20.41
4.69,3.26,3.26,20.37,20.37
4.69,3.26,3.26,20.34,20.34
4.69,3.27,3.27,20.30,20.30
4.69,3.27,3.27,20.26,20.26
4.69,3.27,3.27,20.23,20.23
4.69,3.27,3.27,20.19,20.19
4.69,3.28,3.28,20.16,20.16
4.69,3.28,3.28,20.12,20.12
4.70,3.28,3.28,20.08,20.08
4.70,3.29,3.29,20.05,20.05
4.70,3.29,3.29,20.01,20.01
4.70,3.29,3.29,19.98,19.98
4.70,3.29,3.29,19.94,19.94
4.70,3.30,3.30,19.90,19.90
4.70,3.30,3.30,19.87,19.87
4.70,3.30,3.30,19.83,19.83
4.70,3.31,3.31,19.80,19.80
4.71,3.31,3.31,19.76,19.76
4.71,3.31,3.31,19.72,19.72
4.71,3.32,3.32,19.69,19.69
4.71,3.32,3.32,19.65,19.65
4.71,3.32,3.32,19.62,19.62
4.71,3.32,3.32,19.58,19.58
4.71,3.33,3.33,19.55,19.55
4.71,3.33,3.33,19.51,19.51
4.71,3.33,3.33,19.47,19.47
4.72,3.34,3.34,19.44,19.44
4.72,3.34,3.34,19.40,19.40
4.72,3.34,3.34,19.37,19.37
4.72,3.35,3.35,19.33,19.33
4.72,3.35,3.35,19.29,19.29
4.72,3.35,3.35,19.26,19.26
4.72,3.35,3.35,19.22,19.22
4.72,3.36,3.36,19.19,19.19
4.72,3.36,3.36,19.15,19.15
4.72,3.36,3.36,19.11,19.11
4.73,3.37,3.37,19.08,19.08
4.73,3.37,3.37,19.04,19.04
4.73,3.37,3.37,19.01,19.01
4.73,3.37,3.37,18.97,18.97
4.73,3.38,3.38,18.93,18.93
4.73,3.38,3.38,18.90,18.90
4.73,3.38,3.38,18.86,18.86
4.73,3.39,3.39,18.83,18.83
4.73,3.39,3.39,18.79,18.79
4.73,3.39,3.39,18.75,18.75
4.74,3.40,3.40,18.72,18.72
4.74,3.40,3.40,18.68,18.68
4.74,3.40,3.40,18.65,18.65
4.74,3.40,3.40,18.61,18.61
4.74,3.41,3.41,18.57,18.57
4.74,3.41,3.41,18.54,18.54
4.74,3.41,3.41,18.50,18.50
4.74,3.42,3.42,18.47,18.47
4.74,3.42,3.42,18.43,18.43
4.74,3.42,3.42,18.39,18.39
4.75,3.43,3.43,18.36,18.36
4.75,3.43,3.43,18.32,18.32
4.75,3.43,3.43,18.29,18.29
4.75,3.43,3.43,18.25,18.25
4.75,3.44,3.44,18.21,18.21
4.75,3.44,3.44,18.18,18.18
4.75,3.44,3.44,18.14,18.14
4.75,3.45,3.45,18.11,18.11
4.75,3.45,3.45,18.07,18.07
4.75,3.45,3.45,18.03,18.03
4.76,3.46,3.46,18.00,18.00
4.76,3.46,3.46,17.96,17.96
4.76,3.46,3.46,17.93,17.93
4.76,3.46,3.46,17.89,17.89
4.76,3.47,3.47,17.85,17.85
4.76,3.47,3.47,17.82,17.82
4.76,3.47,3.47,17.78,17.78
4.76,3.48,3.48,17.75,17.75
4.76,3.48,3.48,17.71,17.71
4.76,3.48,3.48,17.67,17.67
4.76,3.49,3.49,17.64,17.64
4.77,3.49,3.49,17.60,17.60
4.77,3.49,3.49,17.57,17.57
4.77,3.49,3.49,17.53,17.53
4.77,3.50,3.50,17.49,17.49
4.77,3.50,3.50,17.46,17.46
4.77,3.50,3.50,17.42,17.42
4.77,3.51,3.51,17.39,17.39
4.77,3.51,3.51,17.35,17.35
4.77,3.51,3.51,17.31,17.31
4.77,3.51,3.51,17.28,17.28
4.78,3.52,3.52,17.24,17.24
4.78,3.52,3.52,17.21,17.21
4.78,3.52,3.52,17.17,17.17
4.78,3.53,3.53,17.13,17.13
4.78,3.53,3.53,17.10,17.10
4.78,3.53,3.53,17.06,17.06
4.78,3.54,3.54,17.03,17.03
4.78,3.54,3.54,16.99,16.99
4.78,3.54,3.54,16.95,16.95
4.78,3.54,3.54,16.92,16.92
4.78,3.55,3.55,16.88,16.88
4.79,3.55,3.55,16.85,16.85
4.79,3.55,3.55,16.81,16.81
4.79,3.56,3.56,16.77,16.77
4.79,3.56,3.56,16.74,16.74
4.79,3.56,3.56,16.70,16.70
4.79,3.57,3.57,16.67,16.67
4.79,3.57,3.57,16.63,16.63
4.79,3.57,3.57,16.59,16.59
4.79,3.58,3.58,16.56,16.56
4.79,3.58,3.58,16.52,16.52
4.79,3.58,3.58,16.49,16.49
4.80,3.58,3.58,16.45,16.45
4.80,3.59,3.59,16.41,16.41
4.80,3.59,3.59,16.38,16.38
4.80,3.59,3.59,16.34,16.34
4.80,3.60,3.60,16.31,16.31
4.80,3.60,3.60,16.27,16.27
4.80,3.60,3.60,16.23,16.23
4.80,3.61,3.61,16.20,16.20
4.80,3.61,3.61,16.16,16.16
4.80,3.61,3.61,16.13,16.13
4.80,3.61,3.61,16.09,16.09
4.80,3.62,3.62,16.05,16.05
4.81,3.62,3.62,16.02,16.02
4.81,3.62,3.62,15.98,15.98
4.81,3.63,3.63,15.95,15.95
4.81,3.63,3.63,15.91,15.91
4.81,3.63,3.63,15.87,15.87
4.81,3.64,3.64,15.84,15.84
4.81,3.64,3.64,15.80,15.80
4.81,3.64,3.64,15.77,15.77
4.81,3.64,3.64,15.73,15.73
4.81,3.65,3.65,15.69,15.69
4.81,3.65,3.65,15.66,15.66
4.82,3.65,3.65,15.62,15.62
4.82,3.66,3.66,15.59,15.59
4.82,3.66,3.66,15.55,15.55
4.82,3.66,3.66,15.51,15.51
4.82,3.67,3.67,15.48,15.48
4.82,3.67,3.67,15.44,15.44
4.82,3.67,3.67,15.41,15.41
4.82,3.67,3.67,15.37,15.37
4.82,3.68,3.68,15.33,15.33
4.82,3.68,3.68,15.30,15.30
4.82,3.68,3.68,15.26,15.26
4.82,3.69,3.69,15.23,15.23
4.83,3.69,3.69,15.19,15.19
4.83,3.69,3.69,15.15,15.15
4.83,3.70,3.70,15.12,15.12
4.83,3.70,3.70,15.08,15.08
4.83,3.70,3.70,15.05,15.05
4.83,3.71,3.71,15.01,15.01
4.83,3.71,3.71,14.97,14.97
4.83,3.71,3.71,14.94,14.94
4.83,3.71,3.71,14.90,14.90
4.83,3.72,3.72,14.87,14.87
4.83,3.72,3.72,14.83,14.83
4.83,3.72,3.72,14.79,14.79
4.84,3.73,3.73,14.76,14.76
4.84,3.73,3.73,14.72,14.72
4.84,3.73,3.73,14.69,14.69
4.84,3.74,3.74,14.65,14.65
4.84,3.74,3.74,14.61,14.61
4.84,3.74,3.74,14.58,14.58
4.84,3.74,3.74,14.54,14.54
4.84,3.75,3.75,14.51,14.51
4.84,3.75,3.75,14.47,14.47
